sample_name	metab-sample-id	age_units	anonymized_name	cage_food_consumption_g	cage_location	cage_notes	cage_number	collection_timestamp	description	diet	dob	elevation	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	experiment_duration	exposure_start	exposure_type	general_notes	genotype	geo_loc_name	host_age	host_body_habitat	host_body_product	host_body_site	host_life_stage	host_scientific_name	host_subject_id	host_taxid	host_weight	latitude	longitude	mouse_notes	mouse_number	physical_specimen_location	qiita_study_id	sample_type	scientific_name	sex	taxon_id	title	weight_units	age_bin	age_match
11829.A40.161.1	A40_161_1	weeks	A40.161.1	Not applicable	In chamber		A40	4/3/18 11:00	Mouse 161 baseline stool collection 1 of 21	HFD	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/18	IC		ApoE KO	USA:CA:San Diego	10.0	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 161	10090.0	27.3	32.842	-117.258		Mouse 161	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	12.0	10.0
11829.A35.139.1	A35_139_1	weeks	A35.139.1	Not applicable	On shelf		A35	4/3/18 12:00	Mouse 139 baseline stool collection 1 of 21	Regular chow	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/18	Air		ApoE KO	USA:CA:San Diego	10.0	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 139	10090.0	26.6	32.842	-117.258		Mouse 139	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	12.0	10.0
11829.A40.159.11	A40_159_11	weeks	A40.159.11	47.4	In chamber		A40	5/8/18 11:00	Mouse 159 stool collection 11 of 21	HFD	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/18	IC		ApoE KO	USA:CA:San Diego	15.0	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 159	10090.0	32.9	32.842	-117.258		Mouse 159	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	16.0	15.0
11829.A42.169.21	A42_169_21	weeks	A42.169.21	50.9	In chamber		A42	6/12/18 11:00	Mouse 169 stool collection 21 of 21	HFD	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/18	IC		ApoE KO	USA:CA:San Diego	20.0	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 169	10090.0	32	32.842	-117.258		Mouse 169	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	20.0	20.0
11829.A45.180.1	A45_180_1	weeks	A45.180.1	Not applicable	On shelf		A45	4/3/18 11:30	Mouse 180 baseline stool collection 1 of 21	HFD	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/08	Air		ApoE KO	USA:CA:San Diego	10.0	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 180	10090.0	27.6	32.842	-117.258		Mouse 180	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	12.0	10.0
11829.A34.137.1	A34_137_1	weeks	A34.137.1	Not applicable	On shelf		A34	4/3/18 12:00	Mouse 137 baseline stool collection 1 of 21	Regular chow	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/18	Air		ApoE KO	USA:CA:San Diego	10.0	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 137	10090.0	25.1	32.842	-117.258	Has severe wounds on back and tail	Mouse 137	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	12.0	10.0
11829.A43.173.11	A43_173_11	weeks	A43.173.11	44.5	In chamber		A43	5/8/18 11:00	Mouse 173 stool collection 11 of 21	HFD	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/18	IC		ApoE KO	USA:CA:San Diego	15.0	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 173	10090.0	30.8	32.842	-117.258		Mouse 173	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	16.0	15.0
11829.A37.148.21	A37_148_21	weeks	A37.148.21	52.7	In chamber		A37	6/12/18 10:00	Mouse 148 stool collection 21 of 21	HFD	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/18	IH		ApoE KO	USA:CA:San Diego	20.0	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 148	10090.0	30.6	32.842	-117.258		Mouse 148	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	20.0	20.0
11829.A44.178.21	A44_178_21	weeks	A44.178.21	24.4	On shelf		A44	6/12/18 11:30	Mouse 178 stool collection 21 of 21	HFD	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/08	Air		ApoE KO	USA:CA:San Diego	20.0	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 178	10090.0	28.5	32.842	-117.258		Mouse 178	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	20.0	20.0
11829.A44.176.11	A44_176_11	weeks	A44.176.11	40.8	On shelf		A44	5/8/18 11:30	Mouse 176 stool collection 11 of 21	HFD	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/08	Air		ApoE KO	USA:CA:San Diego	15.0	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 176	10090.0	26.4	32.842	-117.258		Mouse 176	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	16.0	15.0
11829.A37.149.1	A37_149_1	weeks	A37.149.1	Not applicable	In chamber		A37	4/3/18 10:00	Mouse 149 baseline stool collection 1 of 21	HFD	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/18	IH		ApoE KO	USA:CA:San Diego	10.0	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 149	10090.0	25.3	32.842	-117.258		Mouse 149	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	12.0	10.0
11829.A34.138.11	A34_138_11	weeks	A34.138.11	54.8	On shelf		A34	5/8/18 12:00	Mouse 138 stool collection 11 of 21	Regular chow	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/18	Air		ApoE KO	USA:CA:San Diego	15.0	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 138	10090.0	30.4	32.842	-117.258		Mouse 138	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	16.0	15.0
11829.A40.162.1	A40_162_1	weeks	A40.162.1	Not applicable	In chamber		A40	4/3/18 11:00	Mouse 162 baseline stool collection 1 of 21	HFD	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/18	IC		ApoE KO	USA:CA:San Diego	10.0	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 162	10090.0	30.2	32.842	-117.258		Mouse 162	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	12.0	10.0
11829.A35.140.2	A35_140_2	weeks	A35.140.2	37.2	On shelf	Fighting cage	A35	4/6/18 12:00	Mouse 140 stool collection 2 of 21	Regular chow	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/18	Air		ApoE KO	USA:CA:San Diego	10.5	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 140	10090.0	25.3	32.842	-117.258		Mouse 140	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	12.0	10.5
11829.A40.159.21	A40_159_21	weeks	A40.159.21	50	In chamber		A40	6/12/18 11:00	Mouse 159 stool collection 21 of 21	HFD	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/18	IC		ApoE KO	USA:CA:San Diego	20.0	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 159	10090.0	37.3	32.842	-117.258		Mouse 159	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	20.0	20.0
11829.A40.162.2	A40_162_2	weeks	A40.162.2	44.8	In chamber		A40	4/6/18 11:00	Mouse 162 stool collection 2 of 21	HFD	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/18	IC		ApoE KO	USA:CA:San Diego	10.5	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 162	10090.0	30.4	32.842	-117.258		Mouse 162	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	12.0	10.5
11829.A35.140.1	A35_140_1	weeks	A35.140.1	Not applicable	On shelf		A35	4/3/18 12:00	Mouse 140 baseline stool collection 1 of 21	Regular chow	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/18	Air		ApoE KO	USA:CA:San Diego	10.0	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 140	10090.0	25.2	32.842	-117.258		Mouse 140	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	12.0	10.0
11829.A44.178.11	A44_178_11	weeks	A44.178.11	40.8	On shelf		A44	5/8/18 11:30	Mouse 178 stool collection 11 of 21	HFD	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/08	Air		ApoE KO	USA:CA:San Diego	15.0	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 178	10090.0	25.2	32.842	-117.258		Mouse 178	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	16.0	15.0
11829.A35.140.21	A35_140_21	weeks	A35.140.21	54.5	On shelf		A35	6/12/18 12:00	Mouse 140 stool collection 21 of 21	Regular chow	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/18	Air		ApoE KO	USA:CA:San Diego	20.0	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 140	10090.0	29.6	32.842	-117.258		Mouse 140	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	20.0	20.0
11829.A38.153.11	A38_153_11	weeks	A38.153.11	47.6	In chamber		A38	5/8/18 10:00	Mouse 153 stool collection 11 of 21	HFD	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/18	IH		ApoE KO	USA:CA:San Diego	15.0	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 153	10090.0	31.7	32.842	-117.258		Mouse 153	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	16.0	15.0
11829.A34.136.11	A34_136_11	weeks	A34.136.11	54.8	On shelf		A34	5/8/18 12:00	Mouse 136 stool collection 11 of 21	Regular chow	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/18	Air		ApoE KO	USA:CA:San Diego	15.0	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 136	10090.0	30.7	32.842	-117.258		Mouse 136	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	16.0	15.0
11829.A45.181.2	A45_181_2	weeks	A45.181.2	44.2	On shelf		A45	4/6/18 11:30	Mouse 181 stool collection 2 of 21	HFD	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/08	Air		ApoE KO	USA:CA:San Diego	10.5	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 181	10090.0	25.4	32.842	-117.258		Mouse 181	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	12.0	10.5
11829.A39.156.2	A39_156_2	weeks	A39.156.2	39.1	In chamber		A39	4/6/18 10:00	Mouse 156 stool collection 2 of 21	HFD	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/18	IH		ApoE KO	USA:CA:San Diego	10.5	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 156	10090.0	24.8	32.842	-117.258		Mouse 156	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	12.0	10.5
11829.A35.142.11	A35_142_11	weeks	A35.142.11	53.5	On shelf		A35	5/8/18 12:00	Mouse 142 stool collection 11 of 21	Regular chow	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/18	Air		ApoE KO	USA:CA:San Diego	15.0	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 142	10090.0	30.1	32.842	-117.258		Mouse 142	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	16.0	15.0
11829.A38.151.21	A38_151_21	weeks	A38.151.21	48.3	In chamber		A38	6/12/18 10:00	Mouse 151 stool collection 21 of 21	HFD	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/18	IH		ApoE KO	USA:CA:San Diego	20.0	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 151	10090.0	30	32.842	-117.258		Mouse 151	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	20.0	20.0
11829.A43.172.21	A43_172_21	weeks	A43.172.21	47.3	In chamber		A43	6/12/18 11:00	Mouse 172 stool collection 21 of 21	HFD	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/18	IC		ApoE KO	USA:CA:San Diego	20.0	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 172	10090.0	34	32.842	-117.258		Mouse 172	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	20.0	20.0
11829.A41.165.1	A41_165_1	weeks	A41.165.1	Not applicable	In chamber		A41	4/3/18 11:00	Mouse 165 baseline stool collection 1 of 21	HFD	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/18	IC		ApoE KO	USA:CA:San Diego	10.0	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 165	10090.0	28.9	32.842	-117.258		Mouse 165	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	12.0	10.0
11829.A38.152.1	A38_152_1	weeks	A38.152.1	Not applicable	In chamber		A38	4/3/18 10:00	Mouse 152 baseline stool collection 1 of 21	HFD	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/18	IH		ApoE KO	USA:CA:San Diego	10.0	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 152	10090.0	30.7	32.842	-117.258		Mouse 152	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	12.0	10.0
11829.A36.145.1	A36_145_1	weeks	A36.145.1	Not applicable	In chamber		A36	4/3/18 10:00	Mouse 145 baseline stool collection 1 of 21	HFD	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/18	IH		ApoE KO	USA:CA:San Diego	10.0	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 145	10090.0	25.7	32.842	-117.258		Mouse 145	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	12.0	10.0
11829.A39.155.11	A39_155_11	weeks	A39.155.11	50.1	In chamber		A39	5/8/18 10:00	Mouse 155 stool collection 11 of 21	HFD	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/18	IH		ApoE KO	USA:CA:San Diego	15.0	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 155	10090.0	28.8	32.842	-117.258		Mouse 155	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	16.0	15.0
11829.A43.172.2	A43_172_2	weeks	A43.172.2	41.5	In chamber		A43	4/6/18 11:00	Mouse 172 stool collection 2 of 21	HFD	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/18	IC		ApoE KO	USA:CA:San Diego	10.5	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 172	10090.0	27.8	32.842	-117.258		Mouse 172	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	12.0	10.5
11829.A45.181.21	A45_181_21	weeks	A45.181.21	52.9	On shelf		A45	6/12/18 11:30	Mouse 181 stool collection 21 of 21	HFD	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/08	Air		ApoE KO	USA:CA:San Diego	20.0	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 181	10090.0	33	32.842	-117.258		Mouse 181	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	20.0	20.0
11829.A36.145.21	A36_145_21	weeks	A36.145.21	47.7	In chamber		A36	6/12/18 10:00	Mouse 145 stool collection 21 of 21	HFD	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/18	IH		ApoE KO	USA:CA:San Diego	20.0	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 145	10090.0	30	32.842	-117.258	Missing hair around eyes	Mouse 145	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	20.0	20.0
11829.A45.179.11	A45_179_11	weeks	A45.179.11	49.4	On shelf		A45	5/8/18 11:30	Mouse 179 stool collection 11 of 21	HFD	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/08	Air		ApoE KO	USA:CA:San Diego	15.0	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 179	10090.0	35.4	32.842	-117.258		Mouse 179	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	16.0	15.0
11829.A37.148.11	A37_148_11	weeks	A37.148.11	49.8	In chamber		A37	5/8/18 10:00	Mouse 148 stool collection 11 of 21	HFD	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/18	IH		ApoE KO	USA:CA:San Diego	15.0	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 148	10090.0	28.3	32.842	-117.258		Mouse 148	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	16.0	15.0
11829.A39.157.11	A39_157_11	weeks	A39.157.11	50.1	In chamber		A39	5/8/18 10:00	Mouse 157 stool collection 11 of 21	HFD	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/18	IH		ApoE KO	USA:CA:San Diego	15.0	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 157	10090.0	28.3	32.842	-117.258		Mouse 157	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	16.0	15.0
11829.A37.150.21	A37_150_21	weeks	A37.150.21	52.7	In chamber		A37	6/12/18 10:00	Mouse 150 stool collection 21 of 21	HFD	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/18	IH		ApoE KO	USA:CA:San Diego	20.0	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 150	10090.0	32.3	32.842	-117.258		Mouse 150	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	20.0	20.0
11829.A38.153.2	A38_153_2	weeks	A38.153.2	36.5	In chamber		A38	4/6/18 10:00	Mouse 153 stool collection 2 of 21	HFD	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/18	IH		ApoE KO	USA:CA:San Diego	10.5	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 153	10090.0	29.1	32.842	-117.258		Mouse 153	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	12.0	10.5
11829.A40.160.21	A40_160_21	weeks	A40.160.21	50	In chamber		A40	6/12/18 11:00	Mouse 160 stool collection 21 of 21	HFD	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/18	IC		ApoE KO	USA:CA:San Diego	20.0	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 160	10090.0	29.4	32.842	-117.258		Mouse 160	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	20.0	20.0
11829.A41.165.21	A41_165_21	weeks	A41.165.21	46.9	In chamber		A41	6/12/18 11:00	Mouse 165 stool collection 21 of 21	HFD	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/18	IC		ApoE KO	USA:CA:San Diego	20.0	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 165	10090.0	36.4	32.842	-117.258		Mouse 165	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	20.0	20.0
11829.A45.179.21	A45_179_21	weeks	A45.179.21	52.9	On shelf		A45	6/12/18 11:30	Mouse 179 stool collection 21 of 21	HFD	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/08	Air		ApoE KO	USA:CA:San Diego	20.0	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 179	10090.0	40.6	32.842	-117.258		Mouse 179	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	20.0	20.0
11829.A42.170.1	A42_170_1	weeks	A42.170.1	Not applicable	In chamber		A42	4/3/18 11:00	Mouse 170 baseline stool collection 1 of 21	HFD	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/18	IC		ApoE KO	USA:CA:San Diego	10.0	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 170	10090.0	28	32.842	-117.258		Mouse 170	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	12.0	10.0
11829.A34.137.2	A34_137_2	weeks	A34.137.2	58.7	On shelf		A34	4/6/18 12:00	Mouse 137 stool collection 2 of 21	Regular chow	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/18	Air		ApoE KO	USA:CA:San Diego	10.5	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 137	10090.0	25.3	32.842	-117.258		Mouse 137	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	12.0	10.5
11829.A44.176.1	A44_176_1	weeks	A44.176.1	Not applicable	On shelf		A44	4/3/18 11:30	Mouse 176 baseline stool collection 1 of 21	HFD	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/08	Air		ApoE KO	USA:CA:San Diego	10.0	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 176	10090.0	23.9	32.842	-117.258		Mouse 176	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	12.0	10.0
11829.A44.175.1	A44_175_1	weeks	A44.175.1	Not applicable	On shelf		A44	4/3/18 11:30	Mouse 175 baseline stool collection 1 of 21	HFD	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/08	Air		ApoE KO	USA:CA:San Diego	10.0	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 175	10090.0	24.5	32.842	-117.258		Mouse 175	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	12.0	10.0
11829.A45.182.11	A45_182_11	weeks	A45.182.11	49.4	On shelf		A45	5/8/18 11:30	Mouse 182 stool collection 11 of 21	HFD	1/22/18	193.0	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	10 weeks	4/3/08	Air		ApoE KO	USA:CA:San Diego	15.0	UBERON:feces	UBERON:feces	UBERON:feces	Adult	Mus musculus	Mouse 182	10090.0	34.5	32.842	-117.258		Mouse 182	UCSDMI	11829.0	stool	mouse gut metagenome	male	410661.0	10 week IH and IC	g	16.0	15.0
